-144.073 112.798
-163.783 72.079
-150.995 76.764
-143.728 65.346
-135.073 66.574
-145.006 74.85
-154.056 61.296
-157.427 59.014
-73.803 -11.501
-97.617 -23.788
-111.474 -24.271
-72.05 -15.034
-76.628 -22.276
-92.181 -21.191
-77.877 -31.752
-74.635 -28.962
-115.973 -11.207
-44.156 -31.624
-70.493 2.784
-86.236 12.708
-92.463 36.358
-73.557 81.474
-69.648 40.085
-74.853 61.068
-89.226 4.592
-67.694 -52.817
-59.987 -37.174
-74.581 -44.901
-67.171 -38.512
-81.32 -26.573
-95.301 -18.079
-78.744 -55.689
-58.951 -44.41
-81.733 -58.265
-84.366 -31.661
-62.618 -47.446
-77.487 -31.677
-50.474 -44.432
-61.277 -44.903
-80.184 -8.322
-62.136 -51.189
-62.873 -44.142
-88.394 -8.317
-52.334 -35.755
-94.805 -20.752
-77.076 -19.267
-79.131 -35.303
-61.237 -39.042
-74.882 -10.986
-80.494 -28.85
-80.784 -27.357
-70.73 -27.194
-62.92 -38.22
-84.047 -32.014
-99.695 -31.624
-70.496 -44.979
-64.984 -24.129
-80.179 -0.197
-88.176 -2.727
-87.922 -4.855
-57.657 -43.009
-84.551 -39.515
-99.931 -47.31
-52.666 -27.968
-66.897 -42.412
-66.072 -32.369
-135.486 44.808
-83.195 -16.912
-80.478 -32.772
-84.138 -5.71
-135.478 -5.176
-63.131 -28.115
-100.874 -13.316
-64.206 -56.99
-72.85 -49.034
-82.403 -33.543
-137.202 56.726
-113.875 47.559
-152.305 -26.009
-101.763 -14.56
-90.138 -21.062
-70.169 -30.389
-76.704 -25.376
-62.387 0.343
-86.034 13.478
-59.715 -31.539
-93.653 -15.046
-88.792 -2.17
-72.308 -11.341
-70.361 -45.485
-73.848 -28.577
-79.381 -48.501
-48.324 -52.237
-111.509 -35.557
-117.51 -36.253
-151.853 -34.78
-78.192 -13.846
-108.746 -12.07
-66.678 -39.765
-50.699 -28.572
-78.004 -10.527
-55.435 -33.758
-81.587 -19.977
-83.362 -41.77
-93.012 -31.633
-86.834 -42.017
-61.955 -50.526
-72.283 -64.157
-69.366 -29.256
-71.258 -52.268
-67.648 -22.475
-86.075 -37.92
-65.843 -36.181
-78.691 13.49
-72.639 -1.386
-67.438 165.618
-63.935 136.248
-56.497 111.924
-60.734 116.387
-55.415 127.264
-62.041 144.963
-92.326 146.244
-70.606 148.257
-65.853 143.464
-71.184 132.522
-81.383 152.312
-176.332 157.438
-123.877 158.508
-147.333 150.744
-165.135 136.886
-163.925 152.032
-152.415 163.904
-171.038 165.431
-159.467 136.868
-159.481 136.029
-168.674 128.845
-152.052 171.847
-161.104 142.877
-159.662 130.307
-76.638 142.669
-67.48 159.611
-65.596 158.77
-49.99 155.693
